allocation_id,site_id,org_id,resource_type,allocation_date,quantity,unit_value,total_value
700412,5007,208,Cleaning Supplies,4/11/2025,116,4478.13,519463.08
700413,5007,209,Roofing Materials,28/10/2025,34,11631.56,395473.04
700414,5007,222,Generator,27/10/2025,2,24206.25,48412.5
700415,5007,208,Water Bottles,6/11/2025,197,1576.04,310479.88
700416,5007,217,Generator,4/11/2025,2,39296.13,78592.26
700417,5007,205,Roofing Materials,10/11/2025,36,7773.01,279828.36
700418,5007,204,Water Bottles,28/10/2025,293,1836.71,538156.03
700419,5007,217,Roofing Materials,9/11/2025,40,6322.04,252881.6
700420,5007,224,Medical Supplies,9/11/2025,132,24773.69,3270127.08
700421,5007,220,Cleaning Supplies,1/11/2025,83,2297.32,190677.56
700422,5007,208,Water Bottles,4/11/2025,226,1804.52,407821.52
700423,5007,209,Medical Supplies,8/11/2025,105,19554.98,2053272.9
700424,5007,205,Generator,31/10/2025,2,28594.68,57189.36
700425,5007,214,Roofing Materials,28/10/2025,61,7454.46,454722.06
700426,5007,203,Water Bottles,29/10/2025,208,891.27,185384.16
700427,5007,218,Water Bottles,2/11/2025,276,1058.07,292027.32
700428,5007,219,Water Bottles,28/10/2025,232,1833.52,425376.64
700429,5007,223,Cleaning Supplies,10/11/2025,117,4794.08,560907.36
700430,5007,212,Generator,27/10/2025,3,36040.55,108121.65
700431,5007,214,Generator,31/10/2025,2,17239.15,34478.3
700432,5008,220,Water Bottles,29/10/2025,1505,1807.38,2720106.9
700433,5008,224,Clothing,30/10/2025,1520,2522.96,3834899.2
700434,5008,211,Water Bottles,2/11/2025,1050,1864.62,1957851
700435,5008,210,Roofing Materials,29/10/2025,365,9053.78,3304629.7
700436,5008,211,Tents,30/10/2025,30,6262.38,187871.4
700437,5008,214,Food Packages,4/11/2025,915,4114.83,3765069.45
700438,5008,219,Food Packages,28/10/2025,1110,4112.76,4565163.6
700439,5008,221,Tents,2/11/2025,70,5224.2,365694
700440,5008,219,Roofing Materials,4/11/2025,365,9573.51,3494331.15
700441,5008,206,Food Packages,27/10/2025,1510,5007.18,7560841.8
700442,5008,212,Tents,30/10/2025,45,6921.36,311461.2
700443,5008,205,Food Packages,1/11/2025,1680,2047.67,3440085.6
700444,5008,216,Water Bottles,27/10/2025,1405,1906.49,2678618.45
700445,5008,222,Tents,2/11/2025,40,6159.4,246376
700446,5008,205,Roofing Materials,3/11/2025,175,11732.47,2053182.25
700447,5008,208,Tents,1/11/2025,55,6469.32,355812.6
700448,5008,206,Tents,29/10/2025,45,7172.29,322753.05
700449,5008,220,Tents,31/10/2025,35,4176.92,146192.2
700450,5008,216,Water Bottles,1/11/2025,1405,1240.11,1742354.55
700451,5008,209,Food Packages,27/10/2025,1490,5627.94,8385630.6
700452,5008,204,Clothing,30/10/2025,1435,1825.8,2620023
700453,5008,220,Tents,27/10/2025,40,3824.67,152986.8
700454,5008,221,Roofing Materials,4/11/2025,250,5810.22,1452555
700455,5008,202,Water Bottles,28/10/2025,1110,1156.65,1283881.5
700456,5008,213,Food Packages,1/11/2025,1300,3262.88,4241744
700457,5008,218,Roofing Materials,27/10/2025,290,6157.04,1785541.6
700458,5008,206,Tents,28/10/2025,25,5514.38,137859.5
700459,5008,212,Tents,2/11/2025,65,4997.16,324815.4
700460,5008,222,Roofing Materials,1/11/2025,250,5391.71,1347927.5
700461,5008,207,Water Bottles,5/11/2025,625,1836.53,1147831.25
700462,5008,204,Clothing,27/10/2025,605,3293.43,1992525.15
700463,5008,211,Water Bottles,27/10/2025,695,1625.82,1129944.9
700464,5008,207,Food Packages,28/10/2025,855,4677.07,3998894.85
700465,5008,216,Tents,5/11/2025,70,4455,311850
700466,5008,206,Food Packages,30/10/2025,990,2726.53,2699264.7
700467,5008,225,Tents,4/11/2025,70,3421.07,239474.9
700468,5008,205,Water Bottles,28/10/2025,965,650.69,627915.85
700469,5008,211,Food Packages,28/10/2025,1310,4809.62,6300602.2
700470,5008,219,Food Packages,5/11/2025,1745,5078.93,8862732.85
700471,5008,206,Clothing,30/10/2025,1360,1869.63,2542696.8
700472,5008,205,Water Bottles,31/10/2025,1465,1940.55,2842905.75
700473,5008,207,Tents,3/11/2025,45,6568.53,295583.85
700474,5008,201,Water Bottles,3/11/2025,1230,609.35,749500.5
700475,5008,205,Roofing Materials,27/10/2025,345,10116.55,3490209.75
700476,5008,208,Food Packages,27/10/2025,1385,4854.64,6723676.4
700477,5008,205,Clothing,28/10/2025,1630,3875.7,6317391
700478,5008,220,Water Bottles,2/11/2025,1415,1105.28,1563971.2
700479,5008,205,Food Packages,29/10/2025,1475,2841.84,4191714
700480,5008,212,Water Bottles,30/10/2025,1385,913.92,1265779.2
700481,5008,207,Roofing Materials,1/11/2025,280,9781.47,2738811.6
700482,5008,210,Roofing Materials,30/10/2025,275,6157.94,1693433.5
700483,5008,208,Clothing,1/11/2025,925,1878.16,1737298
700484,5008,205,Tents,2/11/2025,30,6102.78,183083.4
700485,5008,208,Tents,27/10/2025,30,5436.87,163106.1
700486,5008,207,Roofing Materials,2/11/2025,310,4493.4,1392954
700487,5008,203,Tents,1/11/2025,30,3272.55,98176.5
700488,5008,223,Tents,28/10/2025,55,4205.32,231292.6
700489,5008,208,Water Bottles,31/10/2025,615,1554.92,956275.8
700490,5008,218,Food Packages,2/11/2025,1175,2613.65,3071038.75
700491,5008,202,Clothing,2/11/2025,1010,2885.25,2914102.5
700492,5008,210,Food Packages,3/11/2025,1695,4916.84,8334043.8
700493,5008,213,Food Packages,27/10/2025,885,4199.51,3716566.35
700494,5008,201,Food Packages,30/10/2025,605,3212.26,1943417.3
700495,5008,202,Tents,31/10/2025,30,6109.68,183290.4
700496,5008,208,Roofing Materials,27/10/2025,140,4666.06,653248.4
700497,5008,211,Water Bottles,31/10/2025,725,1288.92,934467
700498,5008,209,Roofing Materials,4/11/2025,240,7410.38,1778491.2
700499,5008,209,Water Bottles,1/11/2025,1185,1263.06,1496726.1
700500,5008,212,Water Bottles,1/11/2025,1290,1121.2,1446348
700501,5008,223,Food Packages,30/10/2025,945,2960.98,2798126.1
700502,5008,215,Roofing Materials,3/11/2025,155,11582.16,1795234.8
700503,5008,213,Clothing,1/11/2025,1070,2534.16,2711551.2
700504,5008,214,Roofing Materials,5/11/2025,335,8664.54,2902620.9
700505,5008,224,Tents,28/10/2025,40,7282.86,291314.4
700506,5008,212,Water Bottles,27/10/2025,1625,1650.27,2681688.75
700507,5008,220,Tents,29/10/2025,70,4344.31,304101.7
700508,5008,222,Clothing,3/11/2025,1490,3954.74,5892562.6
700509,5008,217,Water Bottles,28/10/2025,915,1919.9,1756708.5
700510,5008,215,Food Packages,2/11/2025,1220,2040.19,2489031.8
700511,5008,216,Water Bottles,30/10/2025,1380,1083.01,1494553.8
700512,5008,207,Roofing Materials,5/11/2025,215,4418.66,950011.9
700513,5008,207,Water Bottles,30/10/2025,1135,1605.83,1822617.05
700514,5008,221,Clothing,1/11/2025,1490,3173.29,4728202.1
700515,5008,207,Food Packages,31/10/2025,1425,4687.9,6680257.5
700516,5008,201,Tents,30/10/2025,25,6565.07,164126.75
700517,5008,206,Clothing,27/10/2025,1085,3800.1,4123108.5
700518,5009,208,Tents,29/10/2025,26,7368.97,191593.22
700519,5009,214,Tents,29/10/2025,14,4361.58,61062.12
700520,5009,211,Roofing Materials,4/11/2025,106,5982.5,634145
700521,5009,222,Roofing Materials,3/11/2025,88,10546.89,928126.32
700522,5009,211,Tents,5/11/2025,12,3691.99,44303.88
700523,5009,202,Food Packages,10/11/2025,204,2758.22,562676.88
700524,5009,218,Tents,4/11/2025,24,5605.87,134540.88
700525,5009,223,Roofing Materials,3/11/2025,46,4506.03,207277.38
700526,5009,224,Roofing Materials,3/11/2025,146,4129,602834
700527,5009,211,Water Bottles,30/10/2025,474,1342.82,636496.68
700528,5009,224,Water Bottles,2/11/2025,302,900.75,272026.5
700529,5009,218,Tents,5/11/2025,22,5188.91,114156.02
700530,5009,222,Food Packages,3/11/2025,576,2620.03,1509137.28
700531,5009,224,Food Packages,11/11/2025,264,3735.55,986185.2
700532,5009,222,Tents,4/11/2025,22,5247.92,115454.24
700533,5009,202,Roofing Materials,9/11/2025,96,4398.92,422296.32
700534,5009,206,Food Packages,31/10/2025,256,3097.65,792998.4
700535,5009,214,Tents,27/10/2025,12,3624.78,43497.36
700536,5009,203,Roofing Materials,6/11/2025,100,9332.21,933221
700537,5009,201,Tents,30/10/2025,20,7047.14,140942.8
700538,5009,216,Tents,27/10/2025,18,4938.12,88886.16
700539,5009,220,Roofing Materials,28/10/2025,152,7210.02,1095923.04
700540,5009,207,Roofing Materials,29/10/2025,140,11272.04,1578085.6
700541,5009,209,Tents,2/11/2025,26,7789.9,202537.4
700542,5009,222,Tents,5/11/2025,18,4608.43,82951.74
700543,5009,209,Water Bottles,8/11/2025,234,673.1,157505.4
700544,5009,208,Water Bottles,29/10/2025,588,1065.77,626672.76
700545,5009,214,Water Bottles,30/10/2025,470,1799.03,845544.1
700546,5009,204,Tents,4/11/2025,28,5135.56,143795.68
700547,5009,209,Roofing Materials,9/11/2025,134,10021.82,1342923.88
700548,5009,203,Roofing Materials,7/11/2025,78,11629.63,907111.14
700549,5009,223,Food Packages,9/11/2025,648,5399.37,3498791.76
700550,5009,220,Food Packages,3/11/2025,312,5509.63,1719004.56
700551,5009,213,Tents,8/11/2025,10,7642.54,76425.4
700552,5009,217,Roofing Materials,2/11/2025,76,10447.25,793991
700553,5009,223,Water Bottles,31/10/2025,486,1326.04,644455.44
700554,5009,211,Tents,9/11/2025,16,6333.54,101336.64
700555,5009,205,Water Bottles,30/10/2025,248,1898.97,470944.56
700556,5009,208,Roofing Materials,31/10/2025,120,11286.59,1354390.8
700557,5009,212,Tents,9/11/2025,24,4940.49,118571.76
700558,5009,201,Tents,11/11/2025,10,4678.05,46780.5
700559,5009,215,Food Packages,4/11/2025,508,5342.29,2713883.32
700560,5009,208,Tents,31/10/2025,22,3334.96,73369.12
700561,5009,215,Roofing Materials,30/10/2025,112,8272.29,926496.48
700562,5009,201,Tents,1/11/2025,10,6761.68,67616.8
700563,5009,207,Roofing Materials,8/11/2025,154,5752.47,885880.38
700564,5009,220,Water Bottles,27/10/2025,510,1277.49,651519.9
700565,5009,223,Water Bottles,4/11/2025,646,862.65,557271.9
700566,5009,213,Tents,9/11/2025,24,4623.53,110964.72
700567,5009,225,Roofing Materials,1/11/2025,90,5796.48,521683.2
700568,5009,219,Tents,10/11/2025,28,7575.42,212111.76
700569,5009,223,Tents,8/11/2025,24,3517.56,84421.44
700570,5009,222,Tents,3/11/2025,26,4715.87,122612.62
700571,5009,222,Water Bottles,9/11/2025,570,1399.83,797903.1
700572,5009,225,Roofing Materials,6/11/2025,138,10285.35,1419378.3
700573,5009,206,Roofing Materials,1/11/2025,150,4986.27,747940.5
700574,5009,210,Food Packages,27/10/2025,514,5524.02,2839346.28
700575,5009,215,Tents,27/10/2025,18,3321.26,59782.68
700576,5009,217,Tents,9/11/2025,16,3359.9,53758.4
700577,5009,206,Tents,8/11/2025,20,4603.67,92073.4
700578,5009,212,Food Packages,10/11/2025,262,5687.95,1490242.9
700579,5010,204,Roofing Materials,30/10/2025,245,5297.37,1297855.65
700580,5010,219,Generator,28/10/2025,10,29478.25,294782.5
700581,5010,216,Fuel,1/11/2025,505,5013.93,2532034.65
700582,5010,218,Water Bottles,31/10/2025,1385,1022.9,1416716.5
700583,5010,221,Fuel,2/11/2025,550,5862.04,3224122
700584,5010,224,Roofing Materials,31/10/2025,225,5543.87,1247370.75
700585,5010,215,Water Bottles,28/10/2025,635,964.45,612425.75
700586,5010,212,Roofing Materials,4/11/2025,280,11645.12,3260633.6
700587,5010,209,Construction Tools,1/11/2025,310,7926.63,2457255.3
700588,5010,214,Roofing Materials,3/11/2025,340,6673.14,2268867.6
700589,5010,216,Roofing Materials,31/10/2025,260,7515.72,1954087.2
700590,5010,201,Generator,30/10/2025,5,27590.5,137952.5
700591,5010,217,Construction Tools,5/11/2025,170,13143.17,2234338.9
700592,5010,220,Water Bottles,30/10/2025,1735,858.82,1490052.7
700593,5010,224,Generator,29/10/2025,15,27308.94,409634.1
700594,5010,221,Construction Tools,3/11/2025,280,10905.23,3053464.4
700595,5010,203,Fuel,31/10/2025,425,5539.49,2354283.25
700596,5010,207,Roofing Materials,28/10/2025,155,9653.75,1496331.25
700597,5010,204,Fuel,4/11/2025,360,3600.8,1296288
700598,5010,201,Roofing Materials,30/10/2025,300,11979.38,3593814
700599,5010,218,Generator,31/10/2025,5,36015.09,180075.45
700600,5010,222,Fuel,27/10/2025,290,5829.32,1690502.8
700601,5010,212,Roofing Materials,30/10/2025,345,11376.39,3924854.55
700602,5010,222,Generator,30/10/2025,5,18686.33,93431.65
700603,5010,222,Fuel,2/11/2025,440,7249.69,3189863.6
700604,5010,206,Roofing Materials,27/10/2025,200,8141.04,1628208
700605,5010,205,Water Bottles,28/10/2025,1655,640.49,1060010.95
700606,5010,210,Construction Tools,3/11/2025,190,18237.05,3465039.5
700607,5010,223,Construction Tools,2/11/2025,190,13312.72,2529416.8
700608,5010,206,Generator,27/10/2025,5,38341.97,191709.85
700609,5010,211,Construction Tools,30/10/2025,115,19393.91,2230299.65
700610,5010,224,Generator,2/11/2025,15,25633.91,384508.65
700611,5010,201,Generator,2/11/2025,10,28195.85,281958.5
700612,5010,215,Water Bottles,3/11/2025,640,1704.96,1091174.4
700613,5010,215,Fuel,3/11/2025,210,6261.32,1314877.2
700614,5010,212,Roofing Materials,27/10/2025,215,10755.22,2312372.3
700615,5010,219,Construction Tools,30/10/2025,220,8448.78,1858731.6
700616,5010,221,Fuel,3/11/2025,320,7068.08,2261785.6
700617,5010,222,Roofing Materials,30/10/2025,300,7952.09,2385627
700618,5010,210,Roofing Materials,28/10/2025,395,4442.66,1754850.7
700619,5010,212,Roofing Materials,29/10/2025,255,6630.19,1690698.45
700620,5010,218,Construction Tools,28/10/2025,380,5671.53,2155181.4
700621,5010,216,Roofing Materials,30/10/2025,370,7263.7,2687569
700622,5010,223,Water Bottles,30/10/2025,1460,1238.32,1807947.2
700623,5010,209,Water Bottles,30/10/2025,1360,767.68,1044044.8
700624,5010,215,Roofing Materials,27/10/2025,275,6874.71,1890545.25
700625,5010,217,Roofing Materials,4/11/2025,320,4457.06,1426259.2
700626,5010,202,Construction Tools,5/11/2025,310,5578.87,1729449.7
700627,5010,205,Fuel,27/10/2025,410,6787.35,2782813.5
700628,5010,208,Construction Tools,30/10/2025,160,16759.29,2681486.4
700629,5010,216,Fuel,30/10/2025,565,5023.23,2838124.95
700630,5010,202,Roofing Materials,1/11/2025,340,11152.73,3791928.2
700631,5010,220,Generator,29/10/2025,15,34859.61,522894.15
700632,5010,214,Fuel,28/10/2025,195,3511.32,684707.4
700633,5010,212,Fuel,30/10/2025,560,4681.56,2621673.6
700634,5010,220,Construction Tools,4/11/2025,390,19070.81,7437615.9
700635,5010,223,Roofing Materials,28/10/2025,265,11143.72,2953085.8
700636,5010,223,Generator,28/10/2025,10,29618.92,296189.2
700637,5010,211,Generator,5/11/2025,10,34662.08,346620.8
700638,5010,210,Roofing Materials,30/10/2025,115,4943.51,568503.65
700639,5010,213,Fuel,4/11/2025,450,6953.01,3128854.5
700640,5010,210,Generator,29/10/2025,5,35595.04,177975.2
700641,5010,208,Fuel,4/11/2025,400,7813.92,3125568
700642,5010,207,Fuel,27/10/2025,440,7548.63,3321397.2
700643,5010,221,Generator,28/10/2025,5,23768.43,118842.15
700644,5010,208,Water Bottles,28/10/2025,1575,666.38,1049548.5
700645,5010,207,Generator,2/11/2025,15,36781.92,551728.8
700646,5010,222,Generator,27/10/2025,15,23106.27,346594.05
700647,5010,221,Fuel,4/11/2025,455,5058.74,2301726.7
700648,5010,203,Construction Tools,2/11/2025,235,19677.59,4624233.65
700649,5010,212,Construction Tools,29/10/2025,145,14856.78,2154233.1
700650,5010,219,Roofing Materials,29/10/2025,260,11226.41,2918866.6
700651,5010,221,Generator,30/10/2025,5,21006.56,105032.8
700652,5010,205,Construction Tools,31/10/2025,205,7679.43,1574283.15
700653,5010,223,Roofing Materials,2/11/2025,315,9380.18,2954756.7
700654,5010,208,Water Bottles,2/11/2025,1040,1003.01,1043130.4
700655,5010,221,Roofing Materials,2/11/2025,330,10100.57,3333188.1
700656,5010,225,Roofing Materials,2/11/2025,220,7590.65,1669943
700657,5010,225,Generator,31/10/2025,10,29059.46,290594.6
700658,5010,222,Construction Tools,1/11/2025,160,13925.7,2228112
700659,5010,224,Water Bottles,30/10/2025,1345,1776.17,2388948.65
700660,5010,220,Construction Tools,29/10/2025,310,16410.57,5087276.7
700661,5010,216,Roofing Materials,27/10/2025,365,9125.68,3330873.2
700662,5010,221,Water Bottles,1/11/2025,620,964.59,598045.8
700663,5010,213,Roofing Materials,4/11/2025,170,10428.33,1772816.1
700664,5010,207,Fuel,31/10/2025,175,6606.29,1156100.75
700665,5010,222,Water Bottles,28/10/2025,540,1646.06,888872.4
700666,5010,221,Water Bottles,3/11/2025,500,974.16,487080
700667,5010,206,Water Bottles,27/10/2025,795,1568.9,1247275.5
700668,5011,215,Roofing Materials,8/11/2025,140,7133.4,998676
700669,5011,215,Roofing Materials,29/10/2025,136,9293.55,1263922.8
700670,5011,224,Water Bottles,3/11/2025,212,673.28,142735.36
700671,5011,210,Tents,11/11/2025,28,7141.06,199949.68
700672,5011,205,Roofing Materials,6/11/2025,120,6630.41,795649.2
700673,5011,218,Water Bottles,29/10/2025,344,1663.97,572405.68
700674,5011,224,Water Bottles,8/11/2025,572,1104.07,631528.04
700675,5011,225,Tents,1/11/2025,26,4848.22,126053.72
700676,5011,215,Food Packages,31/10/2025,456,3381.84,1542119.04
700677,5011,210,Food Packages,8/11/2025,520,5548.43,2885183.6
700678,5011,204,Roofing Materials,4/11/2025,152,11685.82,1776244.64
700679,5011,225,Roofing Materials,30/10/2025,142,8433.36,1197537.12
700680,5011,215,Water Bottles,2/11/2025,618,821.26,507538.68
700681,5011,205,Water Bottles,30/10/2025,224,1378.23,308723.52
700682,5011,208,Roofing Materials,7/11/2025,42,11423.21,479774.82
700683,5011,225,Roofing Materials,1/11/2025,126,9313.01,1173439.26
700684,5011,208,Water Bottles,27/10/2025,286,1630.5,466323
700685,5011,220,Tents,3/11/2025,28,6716.66,188066.48
700686,5011,221,Water Bottles,7/11/2025,268,1257.11,336905.48
700687,5011,205,Tents,1/11/2025,10,7273.09,72730.9
700688,5011,225,Tents,5/11/2025,20,4305.14,86102.8
700689,5011,216,Food Packages,31/10/2025,344,3743.39,1287726.16
700690,5011,221,Water Bottles,11/11/2025,570,1155.92,658874.4
700691,5011,219,Tents,3/11/2025,20,6433.25,128665
700692,5011,214,Food Packages,7/11/2025,264,4509.27,1190447.28
700693,5011,206,Food Packages,11/11/2025,604,2033.06,1227968.24
700694,5011,213,Roofing Materials,3/11/2025,98,5483.29,537362.42
700695,5011,221,Food Packages,31/10/2025,552,2257.96,1246393.92
700696,5011,208,Food Packages,1/11/2025,290,4865.42,1410971.8
700697,5011,211,Water Bottles,10/11/2025,666,1907.54,1270421.64
700698,5011,225,Water Bottles,30/10/2025,310,947.29,293659.9
700699,5011,212,Roofing Materials,28/10/2025,64,5181.97,331646.08
700700,5011,224,Food Packages,1/11/2025,666,2441.93,1626325.38
700701,5011,225,Food Packages,6/11/2025,680,4908.42,3337725.6
700702,5011,208,Tents,27/10/2025,12,3572.73,42872.76
700703,5011,201,Tents,9/11/2025,22,4696.02,103312.44
700704,5011,209,Water Bottles,5/11/2025,560,1357.01,759925.6
700705,5011,220,Roofing Materials,4/11/2025,126,8427.42,1061854.92
700706,5011,214,Water Bottles,7/11/2025,390,1010.58,394126.2
700707,5011,213,Tents,5/11/2025,18,6448.51,116073.18
700708,5011,224,Food Packages,27/10/2025,312,3170.16,989089.92
700709,5011,204,Tents,29/10/2025,28,7039.83,197115.24
700710,5011,210,Roofing Materials,28/10/2025,70,7336.43,513550.1
700711,5011,221,Food Packages,7/11/2025,398,3170.44,1261835.12
700712,5011,214,Water Bottles,29/10/2025,276,767.03,211700.28
700713,5011,217,Water Bottles,8/11/2025,528,1284.89,678421.92
700714,5011,203,Roofing Materials,10/11/2025,154,4816.6,741756.4
700715,5011,221,Roofing Materials,30/10/2025,158,5506.95,870098.1
700716,5011,213,Roofing Materials,1/11/2025,48,8500.1,408004.8
700717,5011,223,Tents,10/11/2025,12,7401.24,88814.88
700718,5011,204,Roofing Materials,7/11/2025,84,11510.08,966846.72
700719,5011,210,Food Packages,31/10/2025,502,2741.42,1376192.84
700720,5011,212,Water Bottles,8/11/2025,538,662.34,356338.92
700721,5012,208,Roofing Materials,27/10/2025,220,10383.55,2284381
700722,5012,201,Roofing Materials,29/10/2025,292,10654.07,3110988.44
700723,5012,210,Clothing,30/10/2025,932,2690.85,2507872.2
700724,5012,221,Food Packages,1/11/2025,740,2093.84,1549441.6
700725,5012,208,Tents,31/10/2025,56,4331.89,242585.84
700726,5012,203,Clothing,4/11/2025,1100,3602.61,3962871
700727,5012,221,Food Packages,30/10/2025,896,3216.62,2882091.52
700728,5012,219,Water Bottles,2/11/2025,1316,767.99,1010674.84
700729,5012,218,Food Packages,1/11/2025,936,2094.87,1960798.32
700730,5012,216,Roofing Materials,4/11/2025,240,8306.61,1993586.4
700731,5012,225,Tents,3/11/2025,40,3131.92,125276.8
700732,5012,222,Roofing Materials,29/10/2025,92,6959.11,640238.12
700733,5012,218,Water Bottles,3/11/2025,660,1765.38,1165150.8
